map00340	D00131	1.2.1.3
map00340	D02922	2.1.1.8
map00350	D03787	1621
map00380	D00123	1.2.1.3
map00380	D00131	1.2.1.3
map00410	D00123	1.2.1.3
map00410	D00131	1.2.1.3
map00430	D02755	2.3.2.2
map00450	D02755	2.3.2.2
map00460	D02755	2.3.2.2
map00473	D00877	5.1.1.1+6.3.2.4
map00480	D02755	2.3.2.2
map00500	D02465	2.4.1.34
map00500	D03500	2.4.1.34
map00500	D08218	2.4.1.34
map00510	D00128	3.1.3.51
map00510	D03047	3.1.3.51
map00510	D03048	3.1.3.51
map00511	D00900	3.2.1.18
map00511	D00902	3.2.1.18
map00511	D01937	3.2.1.18
map00511	D03829	3.2.1.18
map00511	D08306	3.2.1.18
map00520	D00925	2.5.1.7
map00520	D02187	2.5.1.7
map00520	D02188	2.5.1.7
map00520	D04253	2.5.1.7
map00520	D07995	2.5.1.7
map00550	D00877	6.3.2.4
map00550	D00925	2.5.1.7
map00550	D02187	2.5.1.7
map00550	D02188	2.5.1.7
map00550	D04253	2.5.1.7
map00550	D07995	2.5.1.7
map00561	D00123	1.2.1.3
map00561	D00131	1.2.1.3
map00561	D03747	3.1.1.34
map00590	D02755	2.3.2.2
map00600	D00900	3.2.1.18
map00600	D00902	3.2.1.18
map00600	D01937	3.2.1.18
map00600	D03829	3.2.1.18
map00600	D08306	3.2.1.18
map00620	D00123	1.2.1.3
map00620	D00131	1.2.1.3
map00631	D00123	1.2.1.3
map00631	D00131	1.2.1.3
map00640	D00123	1.2.1.3
map00640	D00131	1.2.1.3
map00641	D00123	1.2.1.3
map00641	D00131	1.2.1.3
map00670	D00488	1.5.1.3
map00670	D02487	1.5.1.3
map00670	D03771	1.5.1.3
map00670	D03942	1.5.1.3
map00670	D08428	1.5.1.3
map00790	D00488	1.5.1.3
map00790	D02487	1.5.1.3
map00790	D02520	2.5.1.15
map00790	D03771	1.5.1.3
map00790	D03942	1.5.1.3
map00790	D08428	1.5.1.3
map00791	D00220	3.5.1.5
map00791	D03086	3.5.1.5
map00791	D04234	3.5.1.5
map00903	D00123	1.2.1.3
map00903	D00131	1.2.1.3
map00970	D01076	6.1.1.5
map00970	D02195	6.1.1.5
